lot_id,capacity,latitude,longitude,occupancy,vehicle_type,traffic_level,queue_length,is_special_day,timestamp,occupancy_rate,vehicle_weight,normalized_traffic,price_model1,demand,normalized_demand,price_model2,price_model3
BHMBCCMKT01,577,26.14453614,91.73617216,61,car,low,1,0,2016-10-04 07:59:00,0.1057192374350086,1.0,0.2,10.528596187175044,1.6657192374350087,-1.5754247125538603,6.849150574892279,7.8491505748922785
BHMNCPHST01,1200,26.14001386,91.73099967,237,bike,low,2,0,2016-10-04 07:59:00,0.1975,0.6,0.2,10.9875,1.7775,-1.4933052464014736,7.0133895071970525,8.013389507197052
BHMMBMMBX01,687,20.0000347,78.00000286,264,car,low,2,0,2016-10-04 07:59:00,0.3842794759825327,1.0,0.2,11.921397379912664,2.444279475982533,-1.0034573212970257,7.993085357405949,7.993085357405949
BHMNCPNST01,485,26.14004753,91.73097233,249,car,low,2,0,2016-10-04 07:59:00,0.51340206185567,1.0,0.2,12.56701030927835,2.57340206185567,-0.9085977267048636,8.182804546590273,8.182804546590273
Shopping,1920,26.15050395,91.73353109,614,cycle,low,2,0,2016-10-04 07:59:00,0.3197916666666666,1.0,0.2,11.598958333333334,2.3797916666666667,-1.0508331340293535,7.8983337319412925,7.8983337319412925
BHMEURBRD01,470,26.14901995,91.7395035,117,car,low,2,0,2016-10-04 07:59:00,0.2489361702127659,1.0,0.2,11.24468085106383,2.3089361702127658,-1.1028869526761322,7.794226094647736,7.794226094647736
Broad Street,690,26.13795775,91.74099445,178,car,low,2,0,2016-10-04 07:59:00,0.2579710144927536,1.0,0.2,11.289855072463768,2.3179710144927537,-1.0962495262351457,7.807500947529709,7.807500947529709
Others-CCCPS8,1322,26.14754886,91.72799519,445,bike,average,3,0,2016-10-04 07:59:00,0.3366111951588502,0.6,0.5,11.68305597579425,2.2066111951588505,-1.178059747463592,7.643880505072817,7.643880505072817
Others-CCCPS105a,2009,26.14747299,91.72804914,709,car,low,2,0,2016-10-04 07:59:00,0.3529118964659034,1.0,0.2,11.764559482329515,2.4129118964659035,-1.0265014375232009,7.946997124953599,7.946997124953599
Others-CCCPS119a,2803,26.14754061,91.72797041,195,car,low,1,0,2016-10-04 07:59:00,0.0695683196575098,1.0,0.2,10.347841598287548,1.6295683196575097,-1.6019828966338896,6.79603420673222,7.7960342067322195
BHMBCCTHL01,387,26.14449459,91.73620513,120,car,low,2,0,2016-10-04 07:59:00,0.3100775193798449,1.0,0.2,11.550387596899224,2.370077519379845,-1.0579696087770154,7.884060782445969,7.884060782445969
Others-CCCPS135a,3883,26.14749943,91.72800489,1081,car,low,2,0,2016-10-04 07:59:00,0.2783929951068761,1.0,0.2,11.39196497553438,2.3383929951068763,-1.081246567699851,7.837506864600297,7.837506864600297
Others-CCCPS202,2937,26.14749053,91.72799688,547,bike,low,2,0,2016-10-04 07:59:00,0.1862444671433435,0.6,0.2,10.931222335716718,1.7662444671433437,-1.501574096320187,6.996851807359626,7.996851807359626
Others-CCCPS98,3103,26.14749998,91.72797778,588,car,average,2,0,2016-10-04 07:59:00,0.1894940380277151,1.0,0.5,10.947470190138576,2.039494038027715,-1.3008319616944108,7.398336076611178,8.398336076611178
Others-CCCPS8,1322,26.14754886,91.72799519,478,truck,low,2,0,2016-10-04 08:25:00,0.3615733736762481,1.5,0.2,11.80786686838124,3.021573373676248,-0.5793497592818233,8.841300481436354,8.841300481436354
BHMNCPNST01,485,26.14004753,91.73097233,267,truck,low,2,0,2016-10-04 08:25:00,0.5505154639175258,1.5,0.2,12.75257731958763,3.2105154639175257,-0.4405439108666394,9.11891217826672,9.11891217826672
Others-CCCPS105a,2009,26.14747299,91.72804914,780,car,average,3,0,2016-10-04 08:25:00,0.3882528621204579,1.0,0.5,11.941264310602287,2.738252862120458,-0.7874904860500396,8.425019027899921,8.425019027899921
Others-CCCPS202,2937,26.14749053,91.72799688,665,car,low,2,0,2016-10-04 08:25:00,0.22642151855635,1.0,0.2,11.13210759278175,2.28642151855635,-1.1194272869179642,7.761145426164071,8.76114542616407
Others-CCCPS135a,3883,26.14749943,91.72800489,1467,bike,low,3,0,2016-10-04 08:25:00,0.3778006695853721,0.6,0.2,11.88900334792686,2.457800669585372,-0.9935240092053078,8.012951981589385,8.012951981589385
BHMBCCTHL01,387,26.14449459,91.73620513,129,car,average,2,0,2016-10-04 08:25:00,0.3333333333333333,1.0,0.5,11.666666666666666,2.183333333333333,-1.195160772205386,7.609678455589228,8.60967845558923
BHMMBMMBX01,687,20.0000347,78.00000286,302,car,low,1,0,2016-10-04 08:25:00,0.4395924308588064,1.0,0.2,12.197962154294032,1.9995924308588064,-1.3301455806404967,7.339708838719005,7.339708838719005
BHMEURBRD01,470,26.14901995,91.7395035,174,bike,low,1,0,2016-10-04 08:25:00,0.3702127659574468,0.6,0.2,11.851063829787234,1.4502127659574469,-1.7337460192262184,6.532507961547562,7.532507961547562
Others-CCCPS98,3103,26.14749998,91.72797778,678,bike,average,3,0,2016-10-04 08:25:00,0.2184982275217531,0.6,0.5,11.092491137608766,2.088498227521753,-1.2648311527167384,7.470337694566522,8.470337694566522
Broad Street,690,26.13795775,91.74099445,269,car,low,2,0,2016-10-04 08:25:00,0.3898550724637681,1.0,0.2,11.94927536231884,2.449855072463768,-0.9993612228627894,8.00127755427442,8.00127755427442
Others-CCCPS119a,2803,26.14754061,91.72797041,238,car,average,2,0,2016-10-04 08:25:00,0.0849090260435248,1.0,0.5,10.424545130217624,1.9349090260435249,-1.3776650871321552,7.24466982573569,8.24466982573569
Shopping,1920,26.15050395,91.73353109,761,car,low,2,0,2016-10-04 08:25:00,0.3963541666666667,1.0,0.2,11.981770833333334,2.456354166666667,-0.9945866790667958,8.010826641866409,8.010826641866409
BHMNCPHST01,1200,26.14001386,91.73099967,315,bike,low,2,0,2016-10-04 08:25:00,0.2625,0.6,0.2,11.3125,1.8425,-1.445553154025098,7.108893691949803,8.108893691949802
BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,2016-10-04 08:25:00,0.1109185441941074,1.0,0.2,10.554592720970538,1.6709185441941077,-1.5716050544514977,6.856789891097005,7.856789891097005
Others-CCCPS8,1322,26.14754886,91.72799519,518,car,average,3,0,2016-10-04 08:59:00,0.3918305597579425,1.0,0.5,11.959152798789711,2.7418305597579424,-0.7848621391565025,8.430275721686995,8.430275721686995
BHMBCCTHL01,387,26.14449459,91.73620513,155,car,low,2,0,2016-10-04 08:59:00,0.4005167958656331,1.0,0.2,12.002583979328165,2.460516795865633,-0.991528613620063,8.016942772759874,9.016942772759874
Others-CCCPS119a,2803,26.14754061,91.72797041,323,car,low,2,0,2016-10-04 08:59:00,0.1152336782019265,1.0,0.2,10.576168391009633,2.1752336782019266,-1.2011111642061814,7.597777671587638,8.597777671587638
Shopping,1920,26.15050395,91.73353109,958,car,low,2,0,2016-10-04 08:59:00,0.4989583333333333,1.0,0.2,12.494791666666666,2.558958333333333,-0.919208776838062,8.161582446323877,8.161582446323877
Others-CCCPS135a,3883,26.14749943,91.72800489,2007,car,low,2,0,2016-10-04 08:59:00,0.516868400721092,1.0,0.2,12.58434200360546,2.576868400721092,-0.9060511892631796,8.187897621473642,8.187897621473642
Broad Street,690,26.13795775,91.74099445,415,bike,low,3,0,2016-10-04 08:59:00,0.6014492753623188,0.6,0.2,13.007246376811594,2.681449275362319,-0.8292211033144103,8.34155779337118,8.34155779337118
BHMNCPNST01,485,26.14004753,91.73097233,278,car,low,2,0,2016-10-04 08:59:00,0.5731958762886598,1.0,0.2,12.8659793814433,2.63319587628866,-0.8646703459304023,8.270659308139196,8.270659308139196
BHMEURBRD01,470,26.14901995,91.7395035,269,truck,low,2,0,2016-10-04 08:59:00,0.5723404255319149,1.5,0.2,12.861702127659576,3.232340425531915,-0.4245102557416986,9.150979488516604,9.150979488516604
BHMMBMMBX01,687,20.0000347,78.00000286,346,truck,low,2,0,2016-10-04 08:59:00,0.5036390101892285,1.5,0.2,12.518195050946144,3.1636390101892284,-0.4749815839237247,9.05003683215255,9.05003683215255
BHMBCCMKT01,577,26.14453614,91.73617216,80,car,low,2,0,2016-10-04 08:59:00,0.1386481802426343,1.0,0.2,10.693240901213173,2.198648180242634,-1.1839097570616477,7.632180485876705,8.632180485876706
Others-CCCPS98,3103,26.14749998,91.72797778,792,car,low,3,0,2016-10-04 08:59:00,0.2552368675475346,1.0,0.2,11.276184337737671,2.8152368675475348,-0.7309343731476216,8.538131253704757,8.538131253704757
BHMNCPHST01,1200,26.14001386,91.73099967,441,car,low,2,0,2016-10-04 08:59:00,0.3675,1.0,0.2,11.8375,2.4275,-1.0157843226377188,7.968431354724562,8.968431354724562
Others-CCCPS202,2937,26.14749053,91.72799688,848,bike,low,2,0,2016-10-04 08:59:00,0.2887299965951651,0.6,0.2,11.443649982975826,1.8687299965951647,-1.4262833506336468,7.147433298732706,8.147433298732706
Others-CCCPS105a,2009,26.14747299,91.72804914,864,car,low,2,0,2016-10-04 08:59:00,0.4300647088103534,1.0,0.2,12.150323544051767,2.4900647088103534,-0.9698213110282878,8.060357377943424,8.060357377943424
BHMEURBRD01,470,26.14901995,91.7395035,351,cycle,low,3,0,2016-10-04 09:32:00,0.7468085106382979,1.0,0.2,13.73404255319149,3.306808510638298,-0.3698024576018247,9.26039508479635,9.26039508479635
BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,low,2,0,2016-10-04 09:32:00,0.5271317829457365,1.0,0.2,12.635658914728683,2.5871317829457365,-0.8985112204003294,8.202977559199342,9.202977559199342
Others-CCCPS202,2937,26.14749053,91.72799688,1036,car,low,3,0,2016-10-04 09:32:00,0.3527408920667347,1.0,0.2,11.763704460333674,2.9127408920667346,-0.6593032779797876,8.681393444040426,8.681393444040426
Others-CCCPS8,1322,26.14754886,91.72799519,590,cycle,low,3,0,2016-10-04 09:32:00,0.4462934947049924,1.0,0.2,12.231467473524962,3.0062934947049924,-0.5905750853146733,8.818849829370652,8.818849829370652
Broad Street,690,26.13795775,91.74099445,530,car,low,2,0,2016-10-04 09:32:00,0.7681159420289855,1.0,0.2,13.840579710144928,2.8281159420289854,-0.7214727923113069,8.557054415377387,8.557054415377387
Others-CCCPS98,3103,26.14749998,91.72797778,932,car,low,3,0,2016-10-04 09:32:00,0.3003544956493715,1.0,0.2,11.501772478246858,2.8603544956493714,-0.6977888170719007,8.604422365856198,8.604422365856198
Others-CCCPS119a,2803,26.14754061,91.72797041,420,bike,low,2,0,2016-10-04 09:32:00,0.1498394577238672,0.6,0.2,10.749197288619335,1.7298394577238674,-1.528318948208828,6.943362103582345,7.943362103582345
Others-CCCPS105a,2009,26.14747299,91.72804914,1004,car,low,3,0,2016-10-04 09:32:00,0.4997511199601792,1.0,0.2,12.498755599800896,3.059751119960179,-0.5513025705545604,8.897394858890879,8.897394858890879
BHMBCCMKT01,577,26.14453614,91.73617216,107,car,low,2,0,2016-10-04 09:32:00,0.1854419410745234,1.0,0.2,10.927209705372617,2.245441941074524,-1.14953283414038,7.700934331719241,8.70093433171924
Shopping,1920,26.15050395,91.73353109,1121,cycle,low,3,0,2016-10-04 09:32:00,0.5838541666666667,1.0,0.2,12.919270833333334,3.143854166666667,-0.4895164712397477,9.020967057520505,9.020967057520505
Others-CCCPS135a,3883,26.14749943,91.72800489,2502,bike,low,3,0,2016-10-04 09:32:00,0.6443471542621684,0.6,0.2,13.221735771310842,2.724347154262168,-0.7977062806070847,8.404587438785832,9.404587438785832
BHMMBMMBX01,687,20.0000347,78.00000286,414,truck,low,2,0,2016-10-04 09:32:00,0.6026200873362445,1.5,0.2,13.013100436681222,3.262620087336244,-0.4022653756246872,9.195469248750625,9.195469248750625
BHMNCPHST01,1200,26.14001386,91.73099967,552,bike,low,2,0,2016-10-04 09:32:00,0.46,0.6,0.2,12.3,2.04,-1.3004602579584188,7.3990794840831615,8.399079484083162
BHMNCPNST01,485,26.14004753,91.73097233,302,truck,low,3,0,2016-10-04 09:32:00,0.622680412371134,1.5,0.2,13.11340206185567,3.7826804123711337,-0.0202043189730888,9.959591362053825,9.959591362053825
BHMNCPHST01,1200,26.14001386,91.73099967,638,car,low,2,0,2016-10-04 09:59:00,0.5316666666666666,1.0,0.2,12.658333333333331,2.591666666666667,-0.895179679071745,8.20964064185651,9.20964064185651
Shopping,1920,26.15050395,91.73353109,1254,truck,low,3,0,2016-10-04 09:59:00,0.653125,1.5,0.2,13.265625,3.813125,0.0021617235009768,10.004323447001957,10.004323447001957
Others-CCCPS8,1322,26.14754886,91.72799519,657,truck,low,3,0,2016-10-04 09:59:00,0.4969742813918306,1.5,0.2,12.484871406959153,3.656974281391831,-0.1125540232623262,9.774891953475349,9.774891953475349
BHMEURBRD01,470,26.14901995,91.7395035,397,bike,low,2,0,2016-10-04 09:59:00,0.8446808510638298,0.6,0.2,14.22340425531915,2.42468085106383,-1.0178554035672998,7.9642891928654,8.964289192865401
Others-CCCPS98,3103,26.14749998,91.72797778,1052,cycle,low,3,0,2016-10-04 09:59:00,0.3390267483080889,1.0,0.2,11.695133741540443,2.899026748308089,-0.6693783404355682,8.661243319128864,9.661243319128864
Others-CCCPS119a,2803,26.14754061,91.72797041,476,car,low,3,0,2016-10-04 09:59:00,0.1698180520870496,1.0,0.2,10.849090260435249,2.7298180520870496,-0.793687098786847,8.412625802426305,9.412625802426303
BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,2016-10-04 09:59:00,0.6098191214470284,1.0,0.2,13.049095607235142,2.6698191214470284,-0.8377651676854014,8.324469664629197,9.324469664629197
Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,2016-10-04 09:59:00,0.5684420109507218,1.0,0.2,12.84221005475361,3.128442010950722,-0.5008389740623153,8.99832205187537,8.99832205187537
Others-CCCPS202,2937,26.14749053,91.72799688,1163,car,low,3,0,2016-10-04 09:59:00,0.3959822948586993,1.0,0.2,11.979911474293496,2.9559822948587,-0.6275360862781575,8.744927827443686,9.744927827443686
Broad Street,690,26.13795775,91.74099445,600,car,low,2,0,2016-10-04 09:59:00,0.8695652173913043,1.0,0.2,14.347826086956522,2.9295652173913043,-0.6469433281787254,8.70611334364255,8.70611334364255
BHMNCPNST01,485,26.14004753,91.73097233,327,car,average,3,0,2016-10-04 09:59:00,0.6742268041237114,1.0,0.5,13.371134020618555,3.0242268041237117,-0.5774004230381073,8.845199153923785,8.845199153923785
BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,2016-10-04 09:59:00,0.2599653379549393,0.6,0.2,11.299826689774696,1.8399653379549397,-1.44741523735,7.105169525299999,8.1051695253
Others-CCCPS135a,3883,26.14749943,91.72800489,2802,truck,low,3,0,2016-10-04 09:59:00,0.7216070048931239,1.5,0.2,13.60803502446562,3.881607004893124,0.0524718623282974,10.104943724656597,10.104943724656597
BHMMBMMBX01,687,20.0000347,78.00000286,485,car,low,3,0,2016-10-04 09:59:00,0.7059679767103348,1.0,0.2,13.529839883551674,3.2659679767103347,-0.3998058568145725,9.200388286370856,9.200388286370856
Others-CCCPS8,1322,26.14754886,91.72799519,715,car,low,3,0,2016-10-04 10:26:00,0.5408472012102874,1.0,0.2,12.704236006051437,3.1008472012102875,-0.5211114341212957,8.957777131757409,9.957777131757409
BHMEURBRD01,470,26.14901995,91.7395035,430,car,low,3,0,2016-10-04 10:26:00,0.9148936170212766,1.0,0.2,14.574468085106382,3.4748936170212765,-0.2463191418003957,9.507361716399208,9.507361716399208
Others-CCCPS98,3103,26.14749998,91.72797778,1142,car,low,4,0,2016-10-04 10:26:00,0.368030937802127,1.0,0.2,11.840154689010635,3.428030937802127,-0.2807466954477384,9.438506609104524,10.438506609104524
Broad Street,690,26.13795775,91.74099445,642,car,low,4,0,2016-10-04 10:26:00,0.9304347826086956,1.0,0.2,14.652173913043478,3.990434782608696,0.1324219253219844,10.26484385064397,10.26484385064397
BHMBCCMKT01,577,26.14453614,91.73617216,177,car,low,3,0,2016-10-04 10:26:00,0.3067590987868284,1.0,0.2,11.533795493934145,2.866759098786829,-0.6930836909079949,8.61383261818401,9.61383261818401
Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,2016-10-04 10:26:00,0.6197112991538078,1.5,0.2,13.09855649576904,4.279711299153808,0.3449382167124201,10.68987643342484,10.68987643342484
Others-CCCPS119a,2803,26.14754061,91.72797041,525,cycle,low,4,0,2016-10-04 10:26:00,0.1872993221548341,1.0,0.2,10.93649661077417,3.2472993221548343,-0.4135207386126786,9.172958522774644,10.172958522774644
BHMNCPHST01,1200,26.14001386,91.73099967,686,car,average,4,0,2016-10-04 10:26:00,0.5716666666666667,1.0,0.5,12.858333333333334,3.421666666666667,-0.2854221918041815,9.429155616391636,9.429155616391636
Others-CCCPS202,2937,26.14749053,91.72799688,1257,car,low,3,0,2016-10-04 10:26:00,0.4279877425944842,1.0,0.2,12.13993871297242,2.987987742594484,-0.6040233617115967,8.791953276576807,9.791953276576807
Others-CCCPS135a,3883,26.14749943,91.72800489,3035,car,low,5,0,2016-10-04 10:26:00,0.7816121555498327,1.0,0.2,13.908060777749164,4.341612155549832,0.3904135307554922,10.780827061510983,10.780827061510983
Shopping,1920,26.15050395,91.73353109,1324,car,low,4,0,2016-10-04 10:26:00,0.6895833333333333,1.0,0.2,13.447916666666666,3.749583333333333,-0.044519007828493,9.910961984343016,9.910961984343016
BHMMBMMBX01,687,20.0000347,78.00000286,530,car,average,5,0,2016-10-04 10:26:00,0.7714701601164483,1.0,0.5,13.857350800582244,4.1214701601164485,0.2286867476500374,10.457373495300075,10.457373495300075
BHMNCPNST01,485,26.14004753,91.73097233,351,car,low,3,0,2016-10-04 10:26:00,0.7237113402061855,1.0,0.2,13.618556701030927,3.2837113402061853,-0.3867707378496268,9.226458524300746,10.226458524300746
BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,2016-10-04 10:26:00,0.6821705426356589,1.0,0.2,13.410852713178294,3.242170542635659,-0.417288584049259,9.165422831901482,10.165422831901482
Shopping,1920,26.15050395,91.73353109,1387,car,average,5,0,2016-10-04 10:59:00,0.7223958333333333,1.0,0.5,13.611979166666668,4.072395833333333,0.1926344124830257,10.385268824966053,10.385268824966053
BHMNCPHST01,1200,26.14001386,91.73099967,729,car,average,4,0,2016-10-04 10:59:00,0.6075,1.0,0.5,13.0375,3.4575,-0.2590973203659236,9.481805359268153,10.481805359268153
Others-CCCPS202,2937,26.14749053,91.72799688,1354,bike,high,7,0,2016-10-04 10:59:00,0.4610146407899217,0.6,0.8,12.305073203949608,4.121014640789921,0.2283521014814289,10.45670420296286,10.45670420296286
Others-CCCPS98,3103,26.14749998,91.72797778,1210,car,average,5,0,2016-10-04 10:59:00,0.3899452143087334,1.0,0.5,11.949726071543669,3.739945214308733,-0.0515996285976805,9.89680074280464,10.89680074280464
Others-CCCPS135a,3883,26.14749943,91.72800489,3169,car,average,6,0,2016-10-04 10:59:00,0.816121555498326,1.0,0.5,14.080607777491627,4.666121555498326,0.6288135744992251,11.25762714899845,11.25762714899845
BHMMBMMBX01,687,20.0000347,78.00000286,573,car,average,4,0,2016-10-04 10:59:00,0.834061135371179,1.0,0.5,14.170305676855897,3.684061135371179,-0.0926547316714457,9.814690536657109,9.814690536657109
Broad Street,690,26.13795775,91.74099445,675,bike,average,4,0,2016-10-04 10:59:00,0.9782608695652174,0.6,0.5,14.891304347826086,3.348260869565217,-0.339349582637257,9.321300834725486,10.321300834725486
BHMNCPNST01,485,26.14004753,91.73097233,371,car,high,6,0,2016-10-04 10:59:00,0.7649484536082474,1.0,0.8,13.824742268041238,4.404948453608247,0.4369433885349241,10.873886777069847,10.873886777069847
Others-CCCPS8,1322,26.14754886,91.72799519,791,car,average,4,0,2016-10-04 10:59:00,0.5983358547655068,1.0,0.5,12.991679273827534,3.4483358547655065,-0.2658297374395857,9.468340525120828,10.468340525120828
BHMBCCMKT01,577,26.14453614,91.73617216,219,truck,high,6,0,2016-10-04 10:59:00,0.3795493934142114,1.5,0.8,11.897746967071058,4.619549393414211,0.5945994485606374,11.189198897121276,11.189198897121276
BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,2016-10-04 10:59:00,0.7958656330749354,1.0,0.5,13.979328165374678,3.6458656330749353,-0.1207149648100963,9.758570070379808,10.758570070379808
Others-CCCPS119a,2803,26.14754061,91.72797041,574,truck,average,4,0,2016-10-04 10:59:00,0.2047805922226186,1.5,0.5,11.023902961113093,3.654780592222618,-0.1141656116908384,9.771668776618323,10.771668776618323
