"lot_id","avg_price_model1","avg_price_model2","avg_price_model3","time","diff"
"BHMEURBRD01","12.782978723404256","8.140479564474731","8.540479564474731","1751828110948","1"
"BHMNCPNST01","12.824742268041238","8.882991848762504","8.882991848762504","1751828110948","1"
"Others-CCCPS98","11.204479535932967","8.002806847684663","8.502806847684663","1751828110948","1"
"BHMBCCTHL01","11.963824289405686","7.928414892498603","8.678414892498603","1751828110948","1"
"Others-CCCPS105a","12.088725734196116","8.332442097421955","8.332442097421955","1751828110948","1"
"Others-CCCPS119a","10.524438102033535","7.145460951909472","8.145460951909472","1751828110948","1"
"Others-CCCPS202","11.317671092951993","7.646705994074207","8.396705994074207","1751828110948","1"
"BHMBCCMKT01","10.675909878682843","7.259763820896307","8.259763820896307","1751828110948","1"
"BHMNCPHST01","11.819166666666666","7.539886935962218","8.539886935962219","1751828110948","1"
"Shopping","12.452083333333334","8.619206664930807","8.619206664930807","1751828110948","1"
"BHMMBMMBX01","12.412663755458516","8.394575069257032","8.394575069257032","1751828110948","1"
"Others-CCCPS8","12.033282904689862","8.701839698208433","8.701839698208433","1751828110948","1"
"Others-CCCPS135a","12.271761524594384","8.11073597661229","8.36073597661229","1751828110948","1"
"Broad Street","12.521739130434783","8.176847677638174","8.176847677638174","1751828110948","1"
"BHMEURBRD01","12.782978723404256","8.140479564474731","8.540479564474731","1751828111428","-1"
"Broad Street","12.521739130434783","8.176847677638174","8.176847677638174","1751828111428","-1"
"BHMNCPNST01","12.824742268041238","8.882991848762504","8.882991848762504","1751828111428","-1"
"Others-CCCPS135a","12.271761524594384","8.11073597661229","8.36073597661229","1751828111428","-1"
"Others-CCCPS98","11.204479535932967","8.002806847684663","8.502806847684663","1751828111428","-1"
"Others-CCCPS8","12.033282904689862","8.701839698208433","8.701839698208433","1751828111428","-1"
"BHMBCCTHL01","11.963824289405686","7.928414892498603","8.678414892498603","1751828111428","-1"
"BHMMBMMBX01","12.412663755458516","8.394575069257032","8.394575069257032","1751828111428","-1"
"Others-CCCPS105a","12.088725734196116","8.332442097421955","8.332442097421955","1751828111428","-1"
"Shopping","12.452083333333334","8.619206664930807","8.619206664930807","1751828111428","-1"
"Others-CCCPS119a","10.524438102033535","7.145460951909472","8.145460951909472","1751828111428","-1"
"BHMNCPHST01","11.819166666666666","7.539886935962218","8.539886935962219","1751828111428","-1"
"Others-CCCPS202","11.317671092951993","7.646705994074207","8.396705994074207","1751828111428","-1"
"BHMBCCMKT01","10.675909878682843","7.259763820896307","8.259763820896307","1751828111428","-1"
"Others-CCCPS202","11.670801109003355","8.368629897611454","9.08291561189717","1751828111428","1"
"BHMBCCMKT01","11.196923743500868","8.237510352793947","9.112510352793946","1751828111428","1"
"Others-CCCPS119a","10.701034605779522","7.99129955849388","8.99129955849388","1751828111428","1"
"BHMNCPHST01","12.272395833333333","8.358865930532684","9.233865930532684","1751828111428","1"
"Others-CCCPS105a","12.527199032923274","8.947733079988113","9.090590222845256","1751828111428","1"
"Shopping","12.879882812500002","9.42814164968653","9.42814164968653","1751828111428","1"
"BHMBCCTHL01","12.613510520487267","8.423160305272129","9.280303162414985","1751828111428","1"
"BHMMBMMBX01","13.029735911831981","9.007250370765167","9.007250370765167","1751828111428","1"
"Others-CCCPS98","11.471847520832373","8.572539723110953","9.286825437396669","1751828111428","1"
"Others-CCCPS8","12.370461422087745","9.13151405903019","9.50651405903019","1751828111428","1"
"BHMNCPNST01","13.159057437407952","9.211073121477769","9.353930264334915","1751828111428","1"
"Others-CCCPS135a","12.95482138258342","9.226620263087883","9.369477405945025","1751828111428","1"
"BHMEURBRD01","13.337386018237083","8.770213213463082","8.913070356320224","1751828111428","1"
"Broad Street","13.425465838509316","8.714235534223528","8.85709267708067","1751828111428","1"
"BHMEURBRD01","13.337386018237083","8.770213213463082","8.913070356320224","1751828112426","-1"
"Broad Street","13.425465838509316","8.714235534223528","8.85709267708067","1751828112426","-1"
"BHMNCPNST01","13.159057437407952","9.211073121477769","9.353930264334915","1751828112426","-1"
"Others-CCCPS135a","12.95482138258342","9.226620263087883","9.369477405945025","1751828112426","-1"
"Others-CCCPS98","11.471847520832373","8.572539723110953","9.286825437396669","1751828112426","-1"
"Others-CCCPS8","12.370461422087745","9.13151405903019","9.50651405903019","1751828112426","-1"
"BHMBCCTHL01","12.613510520487267","8.423160305272129","9.280303162414985","1751828112426","-1"
"BHMMBMMBX01","13.029735911831981","9.007250370765167","9.007250370765167","1751828112426","-1"
"Others-CCCPS105a","12.527199032923274","8.947733079988113","9.090590222845256","1751828112426","-1"
"Shopping","12.879882812500002","9.42814164968653","9.42814164968653","1751828112426","-1"
"Others-CCCPS119a","10.701034605779522","7.99129955849388","8.99129955849388","1751828112426","-1"
"BHMNCPHST01","12.272395833333333","8.358865930532684","9.233865930532684","1751828112426","-1"
"Others-CCCPS202","11.670801109003355","8.368629897611454","9.08291561189717","1751828112426","-1"
"BHMBCCMKT01","11.196923743500868","8.237510352793947","9.112510352793946","1751828112426","-1"
"Others-CCCPS202","11.877085461355126","9.275982222338143","9.975982222338144","1751828112426","1"
"BHMBCCMKT01","11.495982353867971","8.9313087099866","9.840399619077509","1751828112426","1"
"Others-CCCPS119a","10.811273635390652","8.836424410085034","9.836424410085034","1751828112426","1"
"BHMNCPHST01","12.463750000000001","9.078116516794026","9.778116516794025","1751828112426","1"
"Others-CCCPS105a","12.858636137381783","9.723103628104061","10.023103628104062","1751828112426","1"
"Shopping","13.125473484848488","10.314433771851796","10.314433771851796","1751828112426","1"
"BHMBCCTHL01","13.10852713178295","9.188248161209115","10.088248161209115","1751828112426","1"
"BHMMBMMBX01","13.493449781659388","9.557018513837459","9.557018513837459","1751828112426","1"
"Others-CCCPS98","11.685758649986816","9.948796650128566","10.585160286492203","1751828112426","1"
"Others-CCCPS8","12.577362123504331","10.018458289639426","10.473003744184881","1751828112426","1"
"BHMNCPNST01","13.422680412371134","10.133290415686755","10.315108597504938","1751828112426","1"
"Others-CCCPS135a","13.396506918268441","10.669238303613465","10.760147394522555","1751828112426","1"
"BHMEURBRD01","13.81276595744681","9.489229989015708","9.489229989015708","1751828112426","1"
"Broad Street","13.870289855072466","9.782361393982246","9.582361393982245","1751828112426","1"
"Broad Street","13.870289855072466","9.782361393982246","9.582361393982245","1751828112432","-1"
"Broad Street","13.953227931488804","9.976637444928157","9.703910172200885","1751828112432","1"
"BHMEURBRD01","13.81276595744681","9.489229989015708","9.489229989015708","1751828112436","-1"
"Broad Street","13.953227931488804","9.976637444928157","9.703910172200885","1751828112436","-1"
"BHMNCPNST01","13.422680412371134","10.133290415686755","10.315108597504938","1751828112436","-1"
"Others-CCCPS135a","13.396506918268441","10.669238303613465","10.760147394522555","1751828112436","-1"
"Others-CCCPS98","11.685758649986816","9.948796650128566","10.585160286492203","1751828112436","-1"
"Others-CCCPS8","12.577362123504331","10.018458289639426","10.473003744184881","1751828112436","-1"
"BHMBCCTHL01","13.10852713178295","9.188248161209115","10.088248161209115","1751828112436","-1"
"BHMMBMMBX01","13.493449781659388","9.557018513837459","9.557018513837459","1751828112436","-1"
"Others-CCCPS105a","12.858636137381783","9.723103628104061","10.023103628104062","1751828112436","-1"
"Shopping","13.125473484848488","10.314433771851796","10.314433771851796","1751828112436","-1"
"Others-CCCPS119a","10.811273635390652","8.836424410085034","9.836424410085034","1751828112436","-1"
"BHMNCPHST01","12.463750000000001","9.078116516794026","9.778116516794025","1751828112436","-1"
"Others-CCCPS202","11.877085461355126","9.275982222338143","9.975982222338144","1751828112436","-1"
"BHMBCCMKT01","11.495982353867971","8.9313087099866","9.840399619077509","1751828112436","-1"
"Others-CCCPS202","11.99705724986624","9.858234610168443","10.429663181597013","1751828112436","1"
